iter	Logloss
140	0.07613913864
141	0.0758437054
142	0.07546256926
143	0.07518517006
144	0.07477176391
145	0.07452403998
146	0.07416178936
147	0.07370803093
148	0.07330373735
149	0.07306919549
150	0.07283348654
151	0.07253501794
152	0.07224306397
153	0.07201270615
154	0.07172517663
155	0.07158186653
156	0.0713551655
157	0.07111950918
158	0.07084799281
159	0.0706775376
160	0.07041550201
161	0.07019717976
162	0.0700007561
163	0.06979153689
164	0.06960695819
165	0.06930827585
166	0.0691416333
167	0.06898415727
168	0.06878303475
169	0.06853708066
170	0.06827222581
171	0.06798066797
172	0.06774122653
173	0.06748774356
174	0.06719785741
175	0.06704451098
176	0.06655019593
177	0.06628719442
178	0.06605985108
179	0.06577258752
180	0.06548559873
181	0.06514562155
182	0.06496571067
183	0.06467316848
184	0.06440713969
185	0.06420448535
186	0.06403897687
187	0.06385372946
188	0.06366449824
189	0.06339349376
190	0.06306927898
191	0.06288711073
192	0.06273862771
193	0.06256967291
194	0.06242994813
195	0.06214510883
196	0.06192259053
197	0.06171992806
198	0.06151458511
199	0.06136719983
200	0.06105045849
201	0.06091863621
202	0.06078146825
203	0.06062973909
204	0.06047888359
205	0.06015088614
206	0.0598762715
207	0.05964689473
208	0.05941950811
209	0.05926867245
210	0.05905781619
211	0.05889007715
212	0.05858297386
213	0.05841428062
214	0.05825328278
215	0.05809384928
216	0.05784985804
217	0.05747426466
218	0.05730462088
219	0.05717931854
220	0.05694100399
221	0.0567744109
222	0.05647002631
223	0.05624180904
224	0.05612504516
225	0.05583689485
226	0.0556644845
227	0.05552433787
228	0.05538247485
229	0.05527855957
230	0.05513054512
231	0.05500077426
232	0.05482207446
233	0.05466617095
234	0.05446171324
235	0.05428410897
236	0.05404293485
237	0.0538824327
238	0.05368349912
239	0.05349829945
240	0.05320733228
241	0.05307080259
242	0.05292121019
243	0.05270514772
244	0.05253520959
245	0.05240879703
246	0.05217512722
247	0.05205362113
248	0.05191603927
249	0.05174509686
250	0.05160953869
251	0.05149937923
252	0.05137680477
253	0.05128698771
254	0.05115758118
255	0.05101124707
256	0.05075746785
257	0.05060905588
258	0.05043018563
259	0.05025896873
260	0.05010223201
261	0.04999052561
262	0.04984083678
263	0.04968617351
264	0.0495782241
265	0.04941384018
266	0.04929594081
267	0.04896857998
268	0.04888637968
269	0.04870026383
270	0.04858034445
271	0.04835226062
272	0.04817716418
273	0.04798869963
274	0.0477341083
275	0.04755242696
276	0.04741628578
277	0.04725871812
278	0.04716046652
279	0.04696344325
280	0.04686924369
281	0.04668357103
282	0.04651584628
283	0.04640517244
284	0.04621247236
285	0.0460820384
286	0.04595989504
287	0.04585371247
288	0.04563705989
289	0.04542880413
290	0.0452507588
291	0.04506701621
292	0.04490680725
293	0.04471711815
294	0.04457654129
295	0.04448480065
296	0.04438775121
297	0.04425279124
298	0.04416208917
299	0.04399919439
300	0.04386736842
301	0.04369757239
302	0.04360370328
303	0.04353720562
304	0.04329670997
305	0.04315190307
306	0.04298940075
307	0.04284652607
308	0.04269336761
309	0.04258631026
310	0.04241050705
311	0.0423086538
312	0.04219374476
313	0.04209417508
314	0.04199311712
315	0.04189694507
316	0.04176348807
317	0.04163202439
318	0.04147951099
319	0.04134938663
320	0.04122293275
321	0.04106035816
322	0.0409584307
323	0.0408385012
324	0.04068793739
325	0.04054375752
326	0.04047712485
327	0.04039948086
328	0.04023049288
329	0.04010856782
330	0.03999705911
331	0.03981158846
332	0.039707309
333	0.03947205984
334	0.03935154673
335	0.03926111511
336	0.03917791265
337	0.039036584
338	0.03894798737
339	0.03885023461
340	0.03875069146
341	0.03869051642
342	0.03862633594
343	0.03852517418
344	0.03833939857
345	0.03821069001
346	0.03813603001
347	0.03802258447
348	0.03790797306
349	0.03772369377
350	0.03759119192
351	0.03747605762
352	0.03737850945
353	0.03723354458
354	0.03711708185
355	0.03699082497
356	0.03689832307
357	0.03678823443
358	0.03670701897
359	0.03660297401
360	0.03649555805
361	0.03635231309
362	0.03624930429
363	0.03618751601
364	0.03606624094
365	0.03596666787
366	0.03586835503
367	0.03572999796
368	0.03566963803
369	0.03545604701
370	0.03535250567
371	0.03528237811
372	0.03522295218
373	0.03505656993
374	0.03494979787
375	0.03488682715
376	0.03480603864
377	0.03466558495
378	0.03456416178
379	0.03443419676
380	0.03435928338
381	0.03426449937
382	0.03414658105
383	0.03408473357
384	0.03400410006
385	0.03386606734
386	0.03379978768
387	0.03370279086
388	0.03362204012
389	0.03353153977
390	0.03347963644
391	0.0333713825
392	0.03328473691
393	0.03318894311
394	0.03303636779
395	0.03293667028
396	0.03286462638
397	0.03276896283
398	0.03265020235
399	0.03245254027
400	0.0323875794
401	0.03231379003
402	0.03224599241
403	0.03214167877
404	0.0320833552
405	0.03199684118
406	0.03191867765
407	0.03185189519
408	0.03177954362
409	0.03165514663
410	0.03157682596
411	0.03152791626
412	0.03146269688
413	0.03139938297
414	0.03135212224
415	0.03122500218
416	0.03114665221
417	0.03108355168
418	0.03096356518
419	0.0308641976
420	0.03077932229
421	0.03064065046
422	0.03056254442
423	0.03046679214
424	0.03037867811
425	0.03030509594
426	0.03022458265
427	0.03009289041
428	0.02998215377
429	0.02987901358
430	0.02978353656
431	0.02967501053
432	0.02961513399
433	0.0295326257
434	0.02946636549
435	0.02934115001
436	0.02928068185
437	0.0291643782
438	0.02912934299
439	0.02903824779
440	0.02896414729
441	0.02886761472
442	0.02874187594
443	0.02866968991
444	0.02861304955
445	0.02854430794
446	0.02842209934
447	0.02833214658
448	0.02827308199
449	0.02817525093
450	0.02809191678
451	0.02805437394
452	0.02797800438
453	0.02791448183
454	0.02787426714
455	0.02782959562
456	0.02775855396
457	0.02770405079
458	0.02765673189
459	0.02760553553
460	0.02756285953
461	0.02745770121
462	0.02737462271
463	0.0273054825
464	0.02722712911
465	0.02716536757
466	0.02709120027
467	0.02699498849
468	0.02690970963
469	0.02686389883
470	0.02679042226
471	0.02671103511
472	0.02660252519
473	0.02655949659
474	0.02650843674
475	0.02643672245
476	0.02637621737
477	0.02628448751
478	0.0262144865
479	0.02612204969
480	0.02604743667
481	0.0259467448
482	0.02590828002
483	0.02583731322
484	0.0257936459
485	0.0257309781
486	0.0256600242
487	0.02556881654
488	0.02552698373
489	0.02545411609
490	0.02539632409
491	0.02533228943
492	0.02521141177
493	0.02514565326
494	0.02507505775
495	0.02502080909
496	0.02490594302
497	0.02487649653
498	0.02481656905
499	0.02475236712
500	0.02469788239
501	0.02463037882
502	0.02457896257
503	0.02453683762
504	0.02442564885
505	0.02437815504
506	0.02431527887
507	0.02424959737
508	0.0242147414
509	0.02418000243
510	0.024144887
511	0.02405785015
512	0.02400810147
513	0.02395151248
514	0.02390329702
515	0.02381169846
516	0.02371866211
517	0.02365479402
518	0.02362294834
519	0.02357081854
520	0.0234868157
521	0.0234227603
522	0.02334245826
523	0.0232940216
524	0.02323867279
525	0.02320390573
526	0.02313009156
527	0.02307821371
528	0.02301734848
529	0.02292313391
530	0.02282899813
531	0.02278395571
532	0.02273518044
533	0.02264097858
534	0.02258713932
535	0.02253569477
536	0.02249353044
537	0.02245759979
538	0.02240224141
539	0.02234094835
540	0.02227505463
541	0.02223883995
542	0.02220183309
543	0.02213471985
544	0.02210372908
545	0.02205341162
546	0.02201246099
547	0.02198819153
548	0.02191888058
549	0.02184697414
550	0.02181437348
551	0.02175931423
552	0.02170140161
553	0.02163055401
554	0.02155341944
555	0.02143645034
556	0.02141619187
557	0.02137283392
558	0.02128296324
559	0.02124409754
560	0.0211974876
561	0.02114525522
562	0.02111803784
563	0.02108727611
564	0.0209868348
565	0.02093851453
566	0.02087367182
567	0.02082055298
568	0.0207943632
569	0.02076947118
570	0.0206753865
571	0.02058782867
572	0.02053834353
573	0.0204820827
574	0.02044148123
575	0.02038736908
576	0.02036892258
577	0.02032037652
578	0.0202755085
579	0.02022658618
580	0.02018466515
581	0.020164784
582	0.02007023669
583	0.02000389997
584	0.01997332402
585	0.01994591046
586	0.01988397343
587	0.01985336358
588	0.01981960206
589	0.01977735147
590	0.01974387599
591	0.01972065559
592	0.01967719509
593	0.01964571684
594	0.01961050115
595	0.01956859434
596	0.01952985466
597	0.01950231022
598	0.01948393636
599	0.01941205081
600	0.0193917039
601	0.0193161249
602	0.01926126353
603	0.01921386167
604	0.01917400203
605	0.01913049876
606	0.01906669243
607	0.01900283135
608	0.01895384515
609	0.01888567989
610	0.01883080789
611	0.01877035741
612	0.01874487831
613	0.01870261455
614	0.01867352874
615	0.01862897521
616	0.01859002597
617	0.0185626467
618	0.01853157183
619	0.01848632603
620	0.01846258451
621	0.01842554859
622	0.01841663884
623	0.01837722254
624	0.01834303299
625	0.01829978162
626	0.01824473962
627	0.01820376329
628	0.01813116482
629	0.01810478651
630	0.01807808511
631	0.01804809745
632	0.01801239874
633	0.01795557888
634	0.01790823491
635	0.01783046244
636	0.01778078523
637	0.01769843041
638	0.01767511932
639	0.01764539185
640	0.01761427622
641	0.01755306794
642	0.01751113015
643	0.01748250227
644	0.01745260842
645	0.01741947016
646	0.01737447963
647	0.01735191687
648	0.0173095748
649	0.01727124359
650	0.01723017452
651	0.0171984989
652	0.01715174457
653	0.01711378719
654	0.01708414621
655	0.0170537992
656	0.0170027288
657	0.01697646413
658	0.01693218095
659	0.01687984796
660	0.01684379613
661	0.01681091091
662	0.01674307803
663	0.01670511313
664	0.01665421218
665	0.01661793924
666	0.01659288807
667	0.01653511455
668	0.01649433423
669	0.01646742852
670	0.01643328287
671	0.01641701713
672	0.01636426637
673	0.01633091423
674	0.0162907964
675	0.01627105608
676	0.01622777955
677	0.01618318106
678	0.01614142487
679	0.01607575841
680	0.01603351919
681	0.01598662071
682	0.01596148181
683	0.01592271643
684	0.01590373479
685	0.01584577144
686	0.01579107053
687	0.01575830365
688	0.01573186902
689	0.01570306431
690	0.01565957087
691	0.01562667466
692	0.01561105296
693	0.01556987507
694	0.01551277263
695	0.01548604363
696	0.0154285506
697	0.01538743837
698	0.01537082483
699	0.01532949659
700	0.01529461219
701	0.01527557275
702	0.01525631529
703	0.01522052828
704	0.01520016406
705	0.01519154174
706	0.01514692715
707	0.01511793787
708	0.01510296754
709	0.01507296393
710	0.01503823814
711	0.01499204011
712	0.01498626286
713	0.01493729284
714	0.01491602328
715	0.01489767664
716	0.01483517112
717	0.0147948636
718	0.01479093007
719	0.01474710217
720	0.01468347343
721	0.01466808086
722	0.01464481545
723	0.01463411796
724	0.01459568417
725	0.01458154685
726	0.01454649584
727	0.01448328268
728	0.01444412386
729	0.01443456942
730	0.01441375092
731	0.01438979434
732	0.01436928131
733	0.0143650729
734	0.01428949608
735	0.01427360451
736	0.01424430482
737	0.01421628008
738	0.01419919103
739	0.01417324233
740	0.0141538582
741	0.01411643569
742	0.01406667821
743	0.0140344822
744	0.0140202994
745	0.01400104471
746	0.0139745109
747	0.01390695534
748	0.0138762208
749	0.01385275751
750	0.01381731212
751	0.01380295787
752	0.01378613186
753	0.01375088752
754	0.01372587892
755	0.01370027172
756	0.01367443546
757	0.01361824161
758	0.0136007118
759	0.01355123885
760	0.0135383992
761	0.01350152045
762	0.01348781054
763	0.01345006807
764	0.01343240113
765	0.01340774577
766	0.01337932008
767	0.01335937068
768	0.01333259687
769	0.01330565732
770	0.01328802131
771	0.01325305693
772	0.01322697511
773	0.01321992053
774	0.01320126663
775	0.01315108905
776	0.0131053779
777	0.01306281358
778	0.01305134844
779	0.01302617083
780	0.01301086226
781	0.01298490118
782	0.01296338761
783	0.01290233414
784	0.01288725965
785	0.01286847729
786	0.0128403975
787	0.01282892445
788	0.01279772627
789	0.01277451929
790	0.01275572438
791	0.01273335645
792	0.01272059724
793	0.01271229443
794	0.01268839535
795	0.01266151015
796	0.01262965974
797	0.01261248231
798	0.01255107429
799	0.01252872773
800	0.01251536945
801	0.01250298574
802	0.01249480298
803	0.01246953754
804	0.01243172635
805	0.01240635241
806	0.01237666189
807	0.01235374163
808	0.01233700638
809	0.01231285272
810	0.01229798666
811	0.01226133987
812	0.01224368062
813	0.01223220232
814	0.01221968254
815	0.01219150639
816	0.01215436953
817	0.01212170525
818	0.01208362589
819	0.01206741978
820	0.01201567182
821	0.01201322531
822	0.01198874191
823	0.01198159537
824	0.01195766598
825	0.01193881249
826	0.01192102755
827	0.01190005879
828	0.01188284127
829	0.01186233538
830	0.01183332442
831	0.01180318557
832	0.01179351819
833	0.01178986643
834	0.01176751514
835	0.01175604295
836	0.01173517614
837	0.01170822384
838	0.01165938781
839	0.0116413283
840	0.01163016352
841	0.01160352377
842	0.01156668893
843	0.01156158455
844	0.01152570893
845	0.01150230015
846	0.01147106872
847	0.01146204274
848	0.01144875942
849	0.01141148894
850	0.01138820853
851	0.01138314756
852	0.01136675929
853	0.01135023966
854	0.011329096
855	0.01131820406
856	0.01127028639
857	0.01125396314
858	0.01123062689
859	0.01121981804
860	0.01118434065
861	0.01116424067
862	0.01113764187
863	0.0111304391
864	0.01108980713
865	0.01107321258
866	0.01105476755
867	0.01105475364
868	0.01102690032
869	0.01100269053
870	0.0109857704
871	0.01096752753
872	0.01095232567
873	0.01093886173
874	0.01091636379
875	0.01088100284
876	0.01085367217
877	0.01082053719
878	0.01080686313
879	0.01080239567
880	0.01077284533
881	0.01076338657
882	0.01075607398
883	0.01073803838
884	0.01070911077
885	0.01068604722
886	0.01066694242
887	0.01066197794
888	0.01064382417
889	0.01061332159
890	0.01059712867
891	0.01058668474
892	0.01056902627
893	0.01052700886
894	0.01051251886
895	0.0104977343
896	0.0104832171
897	0.01046579176
898	0.01045618451
899	0.01044124407
900	0.01042188516
901	0.01041525228
902	0.01040013933
903	0.01039088873
904	0.01038415179
905	0.01037034381
906	0.0103638388
907	0.01035151454
908	0.01034424765
909	0.01032062312
910	0.01030601056
911	0.01027537559
912	0.01025770452
913	0.01023207703
914	0.01022935725
915	0.01020767335
916	0.01019229608
917	0.01017764567
918	0.01015171342
919	0.01012531261
920	0.01011713538
921	0.01010181044
922	0.01006162335
923	0.01004750756
924	0.01002067082
925	0.00999697562
926	0.009973153088
927	0.009937982389
928	0.009915901757
929	0.009907733736
930	0.009898376369
931	0.009890781637
932	0.009883253662
933	0.009866420825
934	0.009852650955
935	0.009850171762
936	0.009821794105
937	0.009808402517
938	0.009798608986
939	0.00978397713
940	0.00974284884
941	0.009728892654
942	0.009717751825
943	0.00969780568
944	0.009678473109
945	0.009649961883
946	0.009626615424
947	0.009606234232
948	0.009593072844
949	0.009561924591
950	0.009541474585
951	0.009512702999
952	0.009494895588
953	0.009484640593
954	0.009469349935
955	0.009466725197
956	0.009449825373
957	0.00942789868
958	0.009416971875
959	0.0094021144
960	0.009390385458
961	0.009373931334
962	0.009360885444
963	0.009350065853
964	0.009322661735
965	0.009303593108
966	0.009296241195
967	0.009282875458
968	0.009270442512
969	0.009247601333
970	0.00922960765
971	0.009204776712
972	0.009188752985
973	0.009162373754
974	0.009149617066
975	0.009144509543
976	0.009130471946
977	0.00910884083
978	0.00910620445
979	0.009098855482
980	0.009074465001
981	0.009063894083
982	0.009053833601
983	0.009043800833
984	0.009029464916
985	0.009016891501
986	0.009011560563
987	0.008995376083
988	0.008981982493
989	0.008952382572
990	0.00894058903
991	0.008935689166
992	0.008906948696
993	0.008897176542
994	0.008872870002
995	0.008856133026
996	0.008836300623
997	0.008821491582
998	0.008811170071
999	0.008794243571
